State,Incident Date,# Killed,Age
Indiana,"August 5, 2017",1,Child
Mississippi,"August 4, 2017",1,Child
Nevada,"August 1, 2017",1,Child
Montana,"August 1, 2017",1,Child
Kentucky,"July 31, 2017",1,Child
South Carolina,"July 31, 2017",1,Child
Florida,"July 30, 2017",1,Child
Missouri,"July 29, 2017",1,Child
Missouri,"July 23, 2017",1,Child
Wisconsin,"July 12, 2017",1,Child
Mississippi,"July 4, 2017",1,Child
Georgia,"July 4, 2017",1,Child
Mississippi,"July 1, 2017",1,Child
Georgia,"July 1, 2017",1,Child
Alabama,"June 26, 2017",1,Child
Indiana,"June 26, 2017",1,Child
Arkansas,"June 25, 2017",1,Child
Michigan,"June 20, 2017",1,Child
Arkansas,"June 20, 2017",1,Child
Pennsylvania,"June 18, 2017",1,Child
South Carolina,"June 16, 2017",1,Child
Indiana,"June 10, 2017",1,Child
Mississippi,"June 8, 2017",1,Child
Tennessee,"June 6, 2017",1,Child
Pennsylvania,"June 3, 2017",1,Child
Arkansas,"May 26, 2017",1,Child
Kentucky,"May 21, 2017",1,Child
Illinois,"May 20, 2017",1,Child
Virginia,"May 15, 2017",1,Child
Virginia,"May 15, 2017",1,Child
South Carolina,"May 12, 2017",1,Child
Indiana,"May 11, 2017",1,Child
Georgia,"May 10, 2017",1,Child
Virginia,"April 30, 2017",1,Child
Florida,"April 30, 2017",1,Child
Mississippi,"April 23, 2017",1,Child
Texas,"April 13, 2017",1,Child
Illinois,"April 7, 2017",1,Child
Texas,"April 2, 2017",1,Child
Oklahoma,"March 26, 2017",1,Child
North Carolina,"March 25, 2017",1,Child
Texas,"March 23, 2017",1,Child
Kentucky,"March 21, 2017",1,Child
Arizona,"March 20, 2017",1,Child
South Dakota,"March 19, 2017",1,Child
New Jersey,"March 18, 2017",1,Child
Missouri,"March 14, 2017",1,Child
Pennsylvania,"March 12, 2017",1,Child
Arkansas,"February 27, 2017",1,Child
Missouri,"February 13, 2017",1,Child
Georgia,"February 6, 2017",1,Child
Florida,"February 4, 2017",1,Child
Massachusetts,"February 3, 2017",1,Child
Idaho,"February 2, 2017",1,Child
South Carolina,"February 2, 2017",1,Child
New Mexico,"February 1, 2017",1,Child
Florida,"January 20, 2017",1,Child
Missouri,"January 13, 2017",1,Child
California,"January 11, 2017",1,Child
Tennessee,"January 8, 2017",1,Child
Tennessee,"January 6, 2017",1,Child
North Carolina,"January 3, 2017",1,Child
Alabama,"January 1, 2017",1,Child
Indiana,"December 31, 2016",1,Child
New Jersey,"December 31, 2016",1,Child
Mississippi,"December 30, 2016",1,Child
South Carolina,"December 26, 2016",1,Child
Louisiana,"December 24, 2016",1,Child
Ohio,"December 23, 2016",1,Child
Arkansas,"December 21, 2016",1,Child
Ohio,"December 21, 2016",1,Child
Florida,"December 9, 2016",1,Child
Georgia,"December 6, 2016",1,Child
Ohio,"December 4, 2016",1,Child
West Virginia,"November 23, 2016",1,Child
Colorado,"November 13, 2016",1,Child
Michigan,"November 13, 2016",1,Child
Colorado,"November 12, 2016",1,Child
Kansas,"November 4, 2016",1,Child
Ohio,"October 29, 2016",1,Child
Missouri,"October 27, 2016",1,Child
California,"October 20, 2016",1,Child
Illinois,"October 13, 2016",1,Child
Georgia,"October 1, 2016",1,Child
Wisconsin,"September 30, 2016",1,Child
Arizona,"September 28, 2016",1,Child
Florida,"September 18, 2016",1,Child
Florida,"September 18, 2016",1,Child
Pennsylvania,"September 12, 2016",1,Child
Kentucky,"September 11, 2016",1,Child
South Carolina,"September 1, 2016",1,Child
Kentucky,"August 28, 2016",1,Child
Tennessee,"August 25, 2016",1,Child
Montana,"August 18, 2016",1,Child
Mississippi,"August 15, 2016",1,Child
Iowa,"August 14, 2016",1,Child
Virginia,"August 13, 2016",1,Child
Tennessee,"August 8, 2016",1,Child
Idaho,"August 6, 2016",1,Child
South Carolina,"August 2, 2016",1,Child
Louisiana,"August 2, 2016",1,Child
Alabama,"July 31, 2016",1,Child
Texas,"July 31, 2016",1,Child
Texas,"July 26, 2016",1,Child
Georgia,"July 20, 2016",1,Child
South Carolina,"July 18, 2016",1,Child
Ohio,"July 16, 2016",1,Child
Florida,"July 15, 2016",1,Child
Alabama,"July 14, 2016",1,Child
Colorado,"July 14, 2016",1,Child
Texas,"July 11, 2016",1,Child
Michigan,"July 8, 2016",1,Child
Kentucky,"July 3, 2016",1,Child
California,"July 2, 2016",1,Child
Tennessee,"July 1, 2016",1,Child
New Jersey,"June 25, 2016",1,Child
Pennsylvania,"June 23, 2016",1,Child
Colorado,"June 20, 2016",1,Child
Iowa,"June 17, 2016",1,Child
Colorado,"June 3, 2016",1,Child
Virginia,"May 26, 2016",1,Child
Louisiana,"May 21, 2016",1,Child
Illinois,"May 20, 2016",1,Child
Alabama,"May 20, 2016",1,Child
Ohio,"May 12, 2016",1,Child
Michigan,"May 10, 2016",1,Child
Indiana,"May 1, 2016",1,Child
Georgia,"April 26, 2016",1,Child
Wisconsin,"April 26, 2016",1,Child
Louisiana,"April 22, 2016",1,Child
Missouri,"April 21, 2016",1,Child
Indiana,"April 20, 2016",1,Child
Pennsylvania,"April 16, 2016",1,Child
Illinois,"March 20, 2016",1,Child
Texas,"March 19, 2016",1,Child
Georgia,"March 11, 2016",1,Child
Florida,"March 1, 2016",1,Child
Tennessee,"February 29, 2016",1,Child
Indiana,"February 26, 2016",1,Child
Indiana,"February 21, 2016",1,Child
Florida,"February 21, 2016",1,Child
Texas,"February 16, 2016",1,Child
Alabama,"February 6, 2016",1,Child
Maryland,"January 30, 2016",1,Child
Tennessee,"January 25, 2016",1,Child
Alaska,"January 23, 2016",1,Child
Michigan,"January 20, 2016",1,Child
Louisiana,"January 20, 2016",1,Child
Texas,"January 19, 2016",1,Child
North Carolina,"January 10, 2016",1,Child
Kentucky,"January 9, 2016",1,Child
Tennessee,"January 4, 2016",2,Child
Colorado,"January 4, 2016",1,Child
Alaska,"December 28, 2015",1,Child
Kansas,"December 11, 2015",1,Child
Texas,"December 9, 2015",1,Child
Utah,"December 4, 2015",1,Child
New York,"November 28, 2015",1,Child
Georgia,"November 28, 2015",1,Child
Tennessee,"November 21, 2015",1,Child
Arkansas,"November 18, 2015",1,Child
Arkansas,"November 17, 2015",1,Child
South Carolina,"November 15, 2015",1,Child
Georgia,"November 11, 2015",1,Child
Michigan,"November 9, 2015",1,Child
Georgia,"October 27, 2015",1,Child
North Carolina,"October 26, 2015",1,Child
Georgia,"October 17, 2015",1,Child
Illinois,"October 17, 2015",1,Child
Utah,"October 10, 2015",1,Child
Ohio,"October 2, 2015",1,Child
Illinois,"September 2, 2015",1,Child
Pennsylvania,"September 1, 2015",1,Child
Missouri,"August 25, 2015",1,Child
Virginia,"August 23, 2015",1,Child
Alabama,"August 18, 2015",1,Child
Georgia,"August 16, 2015",1,Child
Alaska,"August 5, 2015",1,Child
Michigan,"August 3, 2015",1,Child
Texas,"August 3, 2015",1,Child
Texas,"July 30, 2015",1,Child
District of Columbia,"July 29, 2015",1,Child
Michigan,"July 23, 2015",1,Child
Louisiana,"July 17, 2015",1,Child
Missouri,"July 15, 2015",1,Child
Texas,"July 5, 2015",1,Child
Virginia,"July 2, 2015",1,Child
Michigan,"June 28, 2015",1,Child
Montana,"June 27, 2015",1,Child
Texas,"June 13, 2015",1,Child
Ohio,"June 11, 2015",1,Child
California,"June 10, 2015",1,Child
Tennessee,"June 9, 2015",1,Child
Alaska,"May 30, 2015",1,Child
Texas,"May 30, 2015",1,Child
New York,"May 25, 2015",1,Child
South Dakota,"May 25, 2015",1,Child
Virginia,"May 25, 2015",1,Child
Mississippi,"May 23, 2015",1,Child
California,"May 16, 2015",1,Child
Arkansas,"May 15, 2015",1,Child
Florida,"May 3, 2015",1,Child
Louisiana,"May 3, 2015",1,Child
Georgia,"April 30, 2015",1,Child
Georgia,"April 29, 2015",1,Child
Texas,"April 18, 2015",1,Child
Ohio,"April 12, 2015",1,Child
Tennessee,"March 31, 2015",1,Child
Georgia,"March 29, 2015",1,Child
Texas,"March 19, 2015",1,Child
Texas,"March 19, 2015",1,Child
Oklahoma,"March 17, 2015",1,Child
Kentucky,"March 13, 2015",1,Child
Michigan,"March 13, 2015",1,Child
Tennessee,"March 6, 2015",1,Child
Oregon,"March 5, 2015",1,Child
Alaska,"March 4, 2015",1,Child
Texas,"March 1, 2015",1,Child
Texas,"February 27, 2015",1,Child
Alabama,"February 15, 2015",1,Child
Ohio,"February 10, 2015",1,Child
Louisiana,"February 9, 2015",1,Child
Michigan,"January 21, 2015",1,Child
Florida,"January 21, 2015",1,Child
Alabama,"December 31, 2014",1,Child
Idaho,"December 30, 2014",1,Child
Michigan,"December 29, 2014",1,Child
South Carolina,"December 15, 2014",1,Child
Oklahoma,"December 6, 2014",1,Child
Illinois,"December 5, 2014",1,Child
Texas,"November 28, 2014",1,Child
Texas,"November 25, 2014",1,Child
Oklahoma,"November 24, 2014",1,Child
Indiana,"November 20, 2014",1,Child
Virginia,"November 15, 2014",1,Child
Michigan,"November 8, 2014",1,Child
Ohio,"November 2, 2014",1,Child
Montana,"October 22, 2014",1,Child
Tennessee,"October 17, 2014",1,Child
Louisiana,"October 11, 2014",1,Child
South Carolina,"September 13, 2014",1,Child
Virginia,"September 5, 2014",1,Child
Arizona,"August 25, 2014",1,Child
Illinois,"August 22, 2014",1,Child
Tennessee,"August 17, 2014",1,Child
Tennessee,"August 10, 2014",1,Child
Oklahoma,"August 6, 2014",1,Child
Maryland,"August 1, 2014",1,Child
Idaho,"July 30, 2014",1,Child
Kansas,"July 29, 2014",1,Child
Alabama,"July 2, 2014",1,Child
Arizona,"July 2, 2014",1,Child
Missouri,"June 1, 2014",1,Child
Arizona,"May 27, 2014",1,Child
Florida,"May 25, 2014",1,Child
Texas,"May 24, 2014",1,Child
Vermont,"May 24, 2014",1,Child
Georgia,"May 5, 2014",1,Child
Pennsylvania,"May 3, 2014",1,Child
Kansas,"April 29, 2014",1,Child
North Carolina,"April 28, 2014",1,Child
Indiana,"April 26, 2014",1,Child
North Carolina,"April 25, 2014",1,Child
Iowa,"April 21, 2014",1,Child
South Carolina,"April 17, 2014",1,Child
North Carolina,"April 13, 2014",1,Child
South Carolina,"April 12, 2014",1,Child
Pennsylvania,"April 5, 2014",1,Child
Georgia,"April 4, 2014",1,Child
Georgia,"April 4, 2014",1,Child
Oklahoma,"April 3, 2014",1,Child
Indiana,"March 11, 2014",1,Child
Oklahoma,"March 11, 2014",1,Child
Texas,"March 10, 2014",1,Child
California,"March 5, 2014",1,Child
Alabama,"March 5, 2014",1,Child
Florida,"March 1, 2014",1,Child
Georgia,"February 20, 2014",1,Child
Arkansas,"February 17, 2014",1,Child
Florida,"February 13, 2014",1,Child
Massachusetts,"February 7, 2014",1,Child
North Carolina,"January 29, 2014",1,Child
Arkansas,"January 11, 2014",1,Child
Mississippi,"January 1, 2014",1,Child
Mississippi,"February 29, 2020",1,Teen
Missouri,"February 28, 2020",1,Teen
Missouri,"February 27, 2020",1,Teen
Texas,"February 26, 2020",1,Teen
Illinois,"February 25, 2020",1,Teen
Tennessee,"February 23, 2020",1,Teen
Kentucky,"February 16, 2020",1,Teen
Tennessee,"February 16, 2020",1,Teen
New York,"February 12, 2020",1,Teen
Nebraska,"February 12, 2020",1,Teen
Louisiana,"February 9, 2020",1,Teen
South Carolina,"February 2, 2020",1,Teen
Ohio,"February 1, 2020",1,Teen
Ohio,"February 1, 2020",1,Teen
Ohio,"January 26, 2020",1,Teen
Texas,"January 22, 2020",1,Teen
Georgia,"January 17, 2020",1,Teen
Texas,"January 17, 2020",1,Teen
Texas,"January 14, 2020",1,Teen
North Carolina,"January 11, 2020",1,Teen
Oklahoma,"December 29, 2019",1,Teen
Texas,"December 25, 2019",1,Teen
California,"December 21, 2019",1,Teen
Mississippi,"December 20, 2019",1,Teen
Texas,"December 19, 2019",1,Teen
Maine,"December 18, 2019",1,Teen
Ohio,"December 14, 2019",1,Teen
Florida,"December 13, 2019",1,Teen
Arizona,"December 13, 2019",1,Teen
Illinois,"December 5, 2019",1,Teen
Texas,"November 29, 2019",1,Teen
Texas,"November 27, 2019",1,Teen
Florida,"November 25, 2019",2,Teen
Texas,"November 25, 2019",1,Teen
Missouri,"November 17, 2019",1,Teen
Indiana,"November 15, 2019",1,Teen
New Mexico,"November 12, 2019",1,Teen
Kansas,"November 9, 2019",1,Teen
Minnesota,"November 6, 2019",1,Teen
Florida,"November 3, 2019",1,Teen
Kentucky,"November 1, 2019",1,Teen
Georgia,"October 30, 2019",1,Teen
New York,"October 26, 2019",1,Teen
Virginia,"October 20, 2019",1,Teen
Michigan,"October 20, 2019",1,Teen
Missouri,"October 19, 2019",1,Teen
Ohio,"October 19, 2019",1,Teen
Texas,"October 8, 2019",1,Teen
New Jersey,"October 6, 2019",1,Teen
Indiana,"October 4, 2019",1,Teen
North Carolina,"September 30, 2019",1,Teen
Texas,"September 28, 2019",1,Teen
Georgia,"September 28, 2019",1,Teen
Texas,"September 25, 2019",1,Teen
Kentucky,"September 22, 2019",1,Teen
Michigan,"September 15, 2019",1,Teen
Florida,"September 12, 2019",1,Teen
Iowa,"September 10, 2019",1,Teen
Pennsylvania,"September 8, 2019",1,Teen
Washington,"September 7, 2019",1,Teen
Louisiana,"September 1, 2019",1,Teen
Illinois,"August 27, 2019",1,Teen
Florida,"August 24, 2019",1,Teen
Alabama,"August 23, 2019",1,Teen
Florida,"August 23, 2019",1,Teen
Kansas,"August 17, 2019",1,Teen
Kansas,"August 8, 2019",1,Teen
Illinois,"August 8, 2019",1,Teen
Pennsylvania,"July 29, 2019",1,Teen
Alaska,"July 27, 2019",1,Teen
Texas,"July 26, 2019",1,Teen
New Jersey,"July 25, 2019",1,Teen
Ohio,"July 24, 2019",1,Teen
Louisiana,"July 21, 2019",1,Teen
Missouri,"July 20, 2019",1,Teen
Mississippi,"July 20, 2019",1,Teen
Texas,"July 18, 2019",1,Teen
Missouri,"July 17, 2019",1,Teen
Texas,"July 12, 2019",1,Teen
Arizona,"July 2, 2019",1,Teen
Washington,"July 2, 2019",1,Teen
Kentucky,"June 26, 2019",1,Teen
California,"June 24, 2019",1,Teen
Indiana,"June 19, 2019",1,Teen
Kentucky,"June 11, 2019",1,Teen
Mississippi,"June 10, 2019",1,Teen
South Carolina,"June 10, 2019",1,Teen
Alabama,"June 9, 2019",1,Teen
Idaho,"June 9, 2019",1,Teen
West Virginia,"June 7, 2019",1,Teen
Arizona,"June 7, 2019",1,Teen
Texas,"June 7, 2019",1,Teen
Ohio,"June 6, 2019",1,Teen
Texas,"June 3, 2019",1,Teen
Oklahoma,"May 31, 2019",1,Teen
South Carolina,"May 30, 2019",1,Teen
Mississippi,"May 30, 2019",1,Teen
Mississippi,"May 28, 2019",1,Teen
Arizona,"May 27, 2019",1,Teen
Florida,"May 27, 2019",1,Teen
Arizona,"May 26, 2019",1,Teen
Tennessee,"May 25, 2019",1,Teen
Ohio,"May 21, 2019",1,Teen
Missouri,"May 14, 2019",1,Teen
Montana,"May 12, 2019",1,Teen
Tennessee,"May 11, 2019",1,Teen
Illinois,"May 4, 2019",1,Teen
Missouri,"April 14, 2019",1,Teen
New York,"April 13, 2019",1,Teen
Mississippi,"April 7, 2019",1,Teen
Kansas,"March 30, 2019",1,Teen
Iowa,"March 24, 2019",1,Teen
Arkansas,"March 22, 2019",1,Teen
North Carolina,"March 22, 2019",1,Teen
Utah,"March 18, 2019",1,Teen
Texas,"March 18, 2019",1,Teen
Mississippi,"March 14, 2019",1,Teen
Texas,"March 13, 2019",1,Teen
Illinois,"March 9, 2019",1,Teen
Mississippi,"March 9, 2019",1,Teen
Georgia,"March 8, 2019",1,Teen
Indiana,"February 18, 2019",1,Teen
Iowa,"February 17, 2019",1,Teen
Texas,"February 5, 2019",1,Teen
Utah,"February 5, 2019",1,Teen
California,"February 3, 2019",1,Teen
New York,"February 1, 2019",1,Teen
Texas,"January 27, 2019",1,Teen
New York,"January 22, 2019",1,Teen
Texas,"January 22, 2019",1,Teen
Texas,"January 19, 2019",1,Teen
South Carolina,"January 19, 2019",1,Teen
Texas,"January 19, 2019",1,Teen
Georgia,"January 16, 2019",1,Teen
Louisiana,"January 12, 2019",1,Teen
Tennessee,"January 10, 2019",1,Teen
California,"January 6, 2019",1,Teen
Oklahoma,"January 5, 2019",1,Teen
Georgia,"January 3, 2019",1,Teen
Georgia,"December 31, 2018",2,Teen
Missouri,"December 30, 2018",1,Teen
Mississippi,"December 26, 2018",1,Teen
Florida,"December 26, 2018",1,Teen
Florida,"December 23, 2018",1,Teen
Kentucky,"December 16, 2018",1,Teen
Texas,"December 15, 2018",1,Teen
Missouri,"December 14, 2018",1,Teen
Oklahoma,"December 9, 2018",1,Teen
Pennsylvania,"December 8, 2018",1,Teen
Texas,"December 4, 2018",1,Teen
Washington,"November 30, 2018",1,Teen
Ohio,"November 28, 2018",1,Teen
Florida,"November 21, 2018",1,Teen
North Carolina,"November 18, 2018",1,Teen
Texas,"November 17, 2018",1,Teen
Michigan,"November 16, 2018",1,Teen
Arizona,"November 14, 2018",1,Teen
Louisiana,"November 13, 2018",1,Teen
Illinois,"November 12, 2018",1,Teen
Louisiana,"November 2, 2018",1,Teen
Wisconsin,"October 19, 2018",1,Teen
Ohio,"October 19, 2018",1,Teen
Alabama,"October 18, 2018",1,Teen
North Carolina,"October 10, 2018",1,Teen
Texas,"October 7, 2018",1,Teen
Texas,"September 30, 2018",1,Teen
Utah,"September 23, 2018",1,Teen
Illinois,"September 19, 2018",1,Teen
Colorado,"September 4, 2018",1,Teen
Tennessee,"September 1, 2018",1,Teen
New York,"August 31, 2018",1,Teen
Ohio,"August 29, 2018",1,Teen
Arkansas,"August 21, 2018",1,Teen
Michigan,"August 20, 2018",1,Teen
Tennessee,"August 19, 2018",1,Teen
Washington,"August 14, 2018",1,Teen
Ohio,"August 9, 2018",1,Teen
Delaware,"August 3, 2018",1,Teen
Ohio,"July 30, 2018",1,Teen
North Carolina,"July 28, 2018",1,Teen
Missouri,"July 28, 2018",1,Teen
North Carolina,"July 27, 2018",1,Teen
Arkansas,"July 27, 2018",1,Teen
Arkansas,"July 26, 2018",1,Teen
Texas,"July 24, 2018",1,Teen
Ohio,"July 15, 2018",1,Teen
Oklahoma,"July 15, 2018",1,Teen
Oklahoma,"July 10, 2018",1,Teen
Michigan,"July 9, 2018",1,Teen
Missouri,"July 7, 2018",1,Teen
Virginia,"July 5, 2018",1,Teen
Colorado,"July 4, 2018",1,Teen
Georgia,"July 3, 2018",1,Teen
Mississippi,"June 30, 2018",1,Teen
Massachusetts,"June 26, 2018",1,Teen
Wisconsin,"June 13, 2018",1,Teen
Tennessee,"June 12, 2018",1,Teen
North Carolina,"June 11, 2018",1,Teen
Texas,"June 8, 2018",1,Teen
Oregon,"June 7, 2018",1,Teen
Georgia,"June 6, 2018",1,Teen
Arizona,"June 5, 2018",1,Teen
Ohio,"June 4, 2018",1,Teen
Indiana,"June 4, 2018",1,Teen
Washington,"June 1, 2018",1,Teen
Arizona,"May 29, 2018",1,Teen
Iowa,"May 28, 2018",1,Teen
Washington,"May 27, 2018",1,Teen
Pennsylvania,"May 27, 2018",1,Teen
Louisiana,"May 26, 2018",1,Teen
Illinois,"May 26, 2018",1,Teen
Alabama,"May 21, 2018",1,Teen
Oklahoma,"May 18, 2018",1,Teen
Mississippi,"May 14, 2018",1,Teen
Illinois,"May 12, 2018",1,Teen
Texas,"May 12, 2018",1,Teen
Iowa,"May 10, 2018",1,Teen
Texas,"April 30, 2018",1,Teen
Alabama,"April 24, 2018",1,Teen
North Carolina,"April 15, 2018",1,Teen
Indiana,"April 15, 2018",1,Teen
Mississippi,"March 30, 2018",1,Teen
Indiana,"March 28, 2018",1,Teen
Georgia,"March 25, 2018",1,Teen
Louisiana,"March 12, 2018",1,Teen
Alabama,"March 7, 2018",1,Teen
Georgia,"March 4, 2018",1,Teen
Louisiana,"February 23, 2018",1,Teen
Texas,"February 20, 2018",1,Teen
Arizona,"February 18, 2018",1,Teen
California,"February 15, 2018",1,Teen
Louisiana,"February 14, 2018",1,Teen
Florida,"February 8, 2018",1,Teen
Texas,"February 8, 2018",1,Teen
Tennessee,"February 7, 2018",1,Teen
New York,"February 7, 2018",1,Teen
Mississippi,"February 3, 2018",1,Teen
California,"February 3, 2018",1,Teen
Louisiana,"February 3, 2018",1,Teen
Connecticut,"January 31, 2018",1,Teen
New Jersey,"January 26, 2018",1,Teen
Indiana,"January 21, 2018",1,Teen
Georgia,"January 16, 2018",1,Teen
Tennessee,"January 15, 2018",1,Teen
Nebraska,"January 14, 2018",1,Teen
Oregon,"January 1, 2018",1,Teen
Mississippi,"December 31, 2017",1,Teen
Texas,"December 30, 2017",1,Teen
Illinois,"December 26, 2017",1,Teen
New York,"December 22, 2017",1,Teen
South Carolina,"December 21, 2017",1,Teen
Arizona,"December 19, 2017",1,Teen
Texas,"December 17, 2017",1,Teen
Alabama,"December 15, 2017",1,Teen
Ohio,"December 13, 2017",1,Teen
Utah,"December 10, 2017",1,Teen
Alabama,"December 9, 2017",1,Teen
Tennessee,"December 5, 2017",1,Teen
New Mexico,"December 4, 2017",1,Teen
Arizona,"November 30, 2017",1,Teen
Nevada,"November 26, 2017",1,Teen
Tennessee,"November 25, 2017",1,Teen
Texas,"November 24, 2017",1,Teen
Colorado,"November 16, 2017",1,Teen
North Carolina,"November 13, 2017",1,Teen
Alabama,"November 13, 2017",1,Teen
Tennessee,"November 12, 2017",1,Teen
Minnesota,"November 11, 2017",1,Teen
Texas,"November 8, 2017",1,Teen
New Hampshire,"November 4, 2017",1,Teen
Connecticut,"November 2, 2017",1,Teen
Virginia,"November 2, 2017",1,Teen
Mississippi,"October 31, 2017",1,Teen
Georgia,"October 31, 2017",1,Teen
Illinois,"October 29, 2017",1,Teen
Texas,"October 28, 2017",1,Teen
Georgia,"October 26, 2017",1,Teen
Arkansas,"October 26, 2017",1,Teen
Alabama,"October 23, 2017",1,Teen
Oklahoma,"October 21, 2017",1,Teen
Illinois,"October 14, 2017",1,Teen
Washington,"October 14, 2017",1,Teen
Kentucky,"October 11, 2017",1,Teen
Missouri,"October 7, 2017",1,Teen
Kentucky,"October 7, 2017",1,Teen
Utah,"October 7, 2017",1,Teen
Texas,"October 3, 2017",1,Teen
Indiana,"October 1, 2017",1,Teen
Mississippi,"September 30, 2017",1,Teen
Georgia,"September 30, 2017",1,Teen
Texas,"September 26, 2017",1,Teen
New York,"September 24, 2017",1,Teen
Kentucky,"September 22, 2017",1,Teen
Texas,"September 19, 2017",1,Teen
Ohio,"September 17, 2017",1,Teen
Florida,"September 14, 2017",1,Teen
Tennessee,"September 2, 2017",1,Teen
Florida,"August 28, 2017",1,Teen
Georgia,"August 27, 2017",1,Teen
Minnesota,"August 26, 2017",1,Teen
North Carolina,"August 17, 2017",1,Teen
Arizona,"August 15, 2017",1,Teen
Washington,"August 15, 2017",1,Teen
Alabama,"August 14, 2017",1,Teen
Missouri,"August 12, 2017",1,Teen
Oklahoma,"August 9, 2017",1,Teen
Wisconsin,"August 8, 2017",1,Teen
Texas,"August 7, 2017",1,Teen
Texas,"August 4, 2017",1,Teen
Mississippi,"August 4, 2017",1,Teen
New York,"August 2, 2017",1,Teen
Wisconsin,"July 26, 2017",1,Teen
California,"July 26, 2017",1,Teen
Missouri,"July 23, 2017",1,Teen
Texas,"July 20, 2017",1,Teen
Georgia,"July 19, 2017",1,Teen
Arizona,"July 18, 2017",1,Teen
Idaho,"July 17, 2017",1,Teen
Louisiana,"July 14, 2017",1,Teen
Mississippi,"July 13, 2017",1,Teen
Tennessee,"July 8, 2017",1,Teen
Illinois,"July 8, 2017",1,Teen
Louisiana,"July 6, 2017",1,Teen
Texas,"July 4, 2017",1,Teen
Indiana,"July 1, 2017",1,Teen
Georgia,"June 30, 2017",1,Teen
Alabama,"June 26, 2017",1,Teen
Missouri,"June 24, 2017",1,Teen
Tennessee,"June 24, 2017",1,Teen
Florida,"June 22, 2017",1,Teen
Ohio,"June 19, 2017",1,Teen
Georgia,"June 19, 2017",1,Teen
Oklahoma,"June 17, 2017",1,Teen
Georgia,"June 16, 2017",1,Teen
Oklahoma,"June 14, 2017",1,Teen
Texas,"June 12, 2017",1,Teen
South Dakota,"June 10, 2017",1,Teen
Louisiana,"June 8, 2017",1,Teen
California,"June 8, 2017",1,Teen
Virginia,"June 6, 2017",1,Teen
Missouri,"June 1, 2017",1,Teen
Texas,"June 1, 2017",1,Teen
Kansas,"May 31, 2017",1,Teen
Oklahoma,"May 30, 2017",1,Teen
Louisiana,"May 26, 2017",1,Teen
South Carolina,"May 24, 2017",1,Teen
Illinois,"May 24, 2017",1,Teen
Wisconsin,"May 21, 2017",1,Teen
Kentucky,"May 20, 2017",1,Teen
Illinois,"May 20, 2017",1,Teen
Texas,"May 12, 2017",1,Teen
Louisiana,"May 8, 2017",1,Teen
Louisiana,"May 5, 2017",1,Teen
Michigan,"May 1, 2017",1,Teen
Alabama,"April 30, 2017",1,Teen
Florida,"April 30, 2017",1,Teen
Pennsylvania,"April 25, 2017",1,Teen
Florida,"April 25, 2017",1,Teen
Ohio,"April 21, 2017",1,Teen
Texas,"April 19, 2017",1,Teen
California,"April 12, 2017",1,Teen
Florida,"April 10, 2017",1,Teen
Georgia,"April 10, 2017",1,Teen
Tennessee,"April 9, 2017",1,Teen
Pennsylvania,"April 8, 2017",1,Teen
Kansas,"April 4, 2017",1,Teen
Florida,"March 27, 2017",1,Teen
Texas,"March 23, 2017",1,Teen
Texas,"March 22, 2017",2,Teen
Texas,"March 22, 2017",1,Teen
Michigan,"March 20, 2017",1,Teen
Michigan,"March 18, 2017",1,Teen
Missouri,"March 14, 2017",1,Teen
Louisiana,"March 13, 2017",1,Teen
Texas,"March 10, 2017",1,Teen
Washington,"March 10, 2017",1,Teen
Kentucky,"March 6, 2017",1,Teen
Missouri,"March 4, 2017",1,Teen
Tennessee,"February 26, 2017",1,Teen
Georgia,"February 25, 2017",1,Teen
Louisiana,"February 23, 2017",1,Teen
California,"February 23, 2017",1,Teen
Michigan,"February 18, 2017",1,Teen
Arkansas,"February 18, 2017",1,Teen
Indiana,"February 14, 2017",1,Teen
Wisconsin,"February 11, 2017",1,Teen
Idaho,"February 2, 2017",1,Teen
Nebraska,"January 31, 2017",1,Teen
Arkansas,"January 30, 2017",1,Teen
South Carolina,"January 26, 2017",1,Teen
South Carolina,"January 22, 2017",1,Teen
Indiana,"January 15, 2017",1,Teen
Ohio,"January 13, 2017",1,Teen
Virginia,"January 5, 2017",1,Teen
Texas,"December 31, 2016",1,Teen
Oregon,"December 31, 2016",1,Teen
Pennsylvania,"December 31, 2016",1,Teen
Mississippi,"December 29, 2016",1,Teen
Georgia,"December 28, 2016",1,Teen
Maine,"December 28, 2016",1,Teen
Indiana,"December 27, 2016",1,Teen
Tennessee,"December 25, 2016",1,Teen
Indiana,"December 23, 2016",1,Teen
Alabama,"December 22, 2016",1,Teen
Michigan,"December 21, 2016",1,Teen
Arkansas,"December 19, 2016",1,Teen
Mississippi,"December 17, 2016",1,Teen
Kansas,"December 17, 2016",1,Teen
Michigan,"December 12, 2016",1,Teen
Georgia,"December 6, 2016",1,Teen
Virginia,"December 2, 2016",1,Teen
Florida,"November 28, 2016",1,Teen
Texas,"November 28, 2016",2,Teen
Pennsylvania,"November 27, 2016",1,Teen
Tennessee,"November 26, 2016",1,Teen
Indiana,"November 22, 2016",1,Teen
Virginia,"November 22, 2016",1,Teen
Colorado,"November 12, 2016",1,Teen
Oklahoma,"November 11, 2016",1,Teen
Virginia,"November 8, 2016",1,Teen
Pennsylvania,"November 7, 2016",1,Teen
Georgia,"November 6, 2016",1,Teen
Pennsylvania,"October 30, 2016",1,Teen
